"1","1","آذربایجان شرقی","37.90357330","46.26821090"
"2","1","آذربایجان غربی","37.45500620","45.00000000"
"3","1","اردبیل","38.48532760","47.89112090"
"4","1","اصفهان","32.65462750","51.66798260"
"5","1","البرز","35.99604670","50.92892460"
"6","1","ایلام","33.29576180","46.67053400"
"7","1","بوشهر","28.92338370","50.82031400"
"8","1","تهران","35.69611100","51.42305600"
"9","1","چهارمحال و بختیاری","31.96143480","50.84563230"
"10","1","خراسان جنوبی","32.51756430","59.10417580"
"11","1","خراسان رضوی","35.10202530","59.10417580"
"12","1","خراسان شمالی","37.47103530","57.10131880"
"13","1","خوزستان","31.43601490","49.04131200"
"14","1","زنجان","36.50181850","48.39881860"
"15","1","سمنان","35.22555850","54.43421380"
"16","1","سیستان و بلوچستان","27.52999060","60.58206760"
"17","1","فارس","29.10438130","53.04589300"
"18","1","قزوین","36.08813170","49.85472660"
"19","1","قم","34.63994430","50.87594190"
"20","1","كردستان","35.95535790","47.13621250"
"21","1","كرمان","30.28393790","57.08336280"
"22","1","كرمانشاه","34.31416700","47.06500000"
"23","1","کهگیلویه و بویراحمد","30.65094790","51.60525000"
"24","1","گلستان","37.28981230","55.13758340"
"25","1","گیلان","37.11716170","49.52799960"
"26","1","لرستان","33.58183940","48.39881860"
"27","1","مازندران","36.22623930","52.53186040"
"28","1","مركزی","33.50932940","-92.39611900"
"29","1","هرمزگان","27.13872300","55.13758340"
"30","1","همدان","34.76079990","48.39881860"
"31","1","یزد","32.10063870","54.43421380"
